Gene,Pathogenic,Likely pathogenic,VUS,Likely benign,Benign,GTR_tests,Disease,B_cell,HAP1,Known_complex,ComplexName,GFP_tagged,GFP_score,meltPoint,Stable,Secreted
G3BP1,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,51.80493139,yes,No
GADD45GIP1,0,0,1,0,1,2,NA,non-essential,Essential,No,NA,No,NA,51.30322549,yes,No
GAR1,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,53.73291115,yes,No
GINS1,1,2,0,0,0,11,NA,non-essential,Essential,No,NA,No,NA,50.60125655,yes,No
GMPS,0,0,0,0,6,5,NA,non-essential,Essential,No,NA,No,NA,50.61992914,yes,No
GOLT1B,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,62.96583141,yes,No
GTPBP8,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,48.58615963,yes,No
IPPK,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,49.76288633,yes,No
ISCA1,2,0,0,0,0,6,MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 5,non-essential,Essential,No,NA,No,NA,52.05763218,yes,No
ISCA2,1,1,1,7,3,30,Multiple mitochondrial dysfunctions syndrome 4,non-essential,Essential,No,NA,No,NA,54.10657424,yes,No
KBTBD2,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,52.27176068,yes,No
KIF14,5,0,8,26,15,32,Meckel syndrome 12,non-essential,Essential,No,NA,No,NA,48.13438414,yes,No
KNSTRN,0,1,0,0,1,5,NA,non-essential,Essential,No,NA,No,NA,60.38037951,yes,No
LAGE3,3,0,0,2,6,15,"GALLOWAY-MOWAT SYNDROME 2, X-LINKED",non-essential,Essential,No,NA,No,NA,55.62079667,yes,No
LDLR,249,687,729,329,63,125,Familial hypercholesterolemia 1,non-essential,Essential,No,NA,No,NA,60.90992533,yes,No
LEMD2,1,1,0,2,2,8,Cataract Hutterite type,non-essential,Essential,No,NA,No,NA,52.00140028,yes,No
LIN28B,0,0,1,0,1,1,NA,non-essential,Essential,No,NA,No,NA,50.7133874,yes,No
MALSU1,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,54.91013346,yes,No
MBNL1,0,0,0,0,1,2,NA,non-essential,Essential,No,NA,No,NA,53.21641805,yes,No
MCL1,0,0,1,0,3,16,NA,non-essential,Essential,No,NA,No,NA,53.64658342,yes,No
MEMO1,0,0,1,0,0,0,NA,non-essential,Essential,No,NA,No,NA,54.2238184,yes,No
METTL14,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,51.89346981,yes,No
MGEA5,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,52.21072255,yes,No
MICU1,6,2,2,12,18,45,NA,non-essential,Essential,No,NA,No,NA,50.98152618,yes,No
MND1,0,0,0,0,2,0,NA,non-essential,Essential,No,NA,No,NA,52.24337451,yes,No
MOB4,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,52.51299728,yes,No
MRPL24,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,50.38543945,yes,No
MRPL35,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,50.93985148,yes,No
MRPL47,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,50.60272754,yes,No
MRPL52,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,51.69112665,yes,No
MRPL54,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,61.09310281,yes,No
MRPS12,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,49.47289182,yes,No
MRPS18A,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,50.68423344,yes,No
MSMO1,2,1,1,2,3,26,NA,non-essential,Essential,No,NA,No,NA,53.68152004,yes,No
MTPAP,1,0,16,29,16,62,"Ataxia, spastic, 4, autosomal recessive",non-essential,Essential,No,NA,No,NA,49.35084901,yes,No
MVD,2,0,1,0,2,4,"Porokeratosis 7, multiple types",non-essential,Essential,No,NA,No,NA,52.75136232,yes,No
NAA30,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,51.2598452,yes,No
NDST1,4,0,18,32,8,23,"Mental retardation, autosomal recessive 46",non-essential,Essential,No,NA,No,NA,53.13175428,yes,No
NELFE,0,0,0,2,0,1,NA,non-essential,Essential,No,NA,No,NA,50.32051242,yes,No
NFU1,4,2,23,14,19,58,Multiple mitochondrial dysfunctions syndrome 1,non-essential,Essential,No,NA,No,NA,56.49197934,yes,No
NGRN,0,0,0,0,3,2,NA,non-essential,Essential,No,NA,No,NA,51.91255848,yes,No
NOL11,0,0,0,0,2,1,NA,non-essential,Essential,No,NA,No,NA,58.49393259,yes,No
NRBP1,0,0,0,0,1,1,NA,non-essential,Essential,No,NA,No,NA,52.18770892,yes,No
NUP188,3,1,0,5,8,1,SANDESTIG-STEFANOVA SYNDROME,non-essential,Essential,No,NA,No,NA,49.51477696,yes,No
NUP35,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,55.03330396,yes,No
NUP50,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,52.78040416,yes,No
NUP54,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,50.46050798,yes,No
NUS1,0,1,5,6,3,18,"Congenital disorder of glycosylation, type Iaa",non-essential,Essential,No,NA,No,NA,56.75538502,yes,No
ODC1,NA,NA,NA,NA,NA,NA,Colorectal cancer,non-essential,Essential,No,NA,No,NA,55.13859783,yes,No
OSTC,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,57.38577265,yes,No
PARL,0,0,1,2,0,4,NA,non-essential,Essential,No,NA,No,NA,58.36580621,yes,No
PCYT1A,7,1,8,12,4,34,NA,non-essential,Essential,No,NA,No,NA,51.49688993,yes,No
PDSS1,2,1,29,20,23,77,NA,non-essential,Essential,No,NA,No,NA,53.88159796,yes,No
PDSS2,3,2,32,25,6,109,NA,non-essential,Essential,No,NA,No,NA,56.84342372,yes,No
PIGS,1,3,2,0,2,5,NA,non-essential,Essential,No,NA,No,NA,53.30128908,yes,No
PIGT,5,7,12,21,8,38,NA,non-essential,Essential,No,NA,No,NA,53.35588396,yes,No
PIGU,2,0,0,0,0,4,NA,non-essential,Essential,No,NA,No,NA,52.45736306,yes,No
PIK3CD,5,1,61,54,34,56,NA,non-essential,Essential,No,NA,No,NA,50.10853272,yes,No
POMP,0,0,1,0,0,22,NA,non-essential,Essential,No,NA,No,NA,52.30323472,yes,No
PPA2,5,5,1,4,7,16,NA,non-essential,Essential,No,NA,No,NA,57.67289654,yes,No
PPAT,0,0,0,1,0,1,NA,non-essential,Essential,No,NA,No,NA,64.10812812,yes,No
PPP1R11,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,54.45474774,yes,No
PPP4R1,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,51.24190015,yes,No
PRELID1,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,53.32542948,yes,No
PSMG2,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,56.50572285,yes,No
PSMG4,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,62.85533341,yes,No
PTAR1,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,55.66385691,yes,No
PTP4A1,0,0,0,0,2,0,NA,non-essential,Essential,No,NA,No,NA,52.79997375,yes,No
PTTG1,0,0,0,0,1,1,NA,non-essential,Essential,No,NA,No,NA,54.80777536,yes,No
PUM1,0,4,0,1,1,8,NA,non-essential,Essential,No,NA,No,NA,48.84878545,yes,No
PUM2,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,51.33833356,yes,No
RAB18,3,0,78,16,31,77,Warburg micro syndrome,non-essential,Essential,No,NA,No,NA,61.67264561,yes,No
RANBP9,0,0,0,1,0,1,NA,non-essential,Essential,No,NA,No,NA,51.38371184,yes,No
RBM42,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,54.27925298,yes,No
REXO2,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,63.95089767,yes,No
RNF4,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,61.01525735,yes,No
RPL22L1,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,49.98180135,yes,No
RRP7A,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,51.19000499,yes,No
RTTN,5,11,67,80,49,54,"Microcephaly, short stature, and polymicrogyria with or without seizures",non-essential,Essential,No,NA,No,NA,47.56745343,yes,No
S1PR1,0,0,0,0,2,1,NA,non-essential,Essential,No,NA,No,NA,61.18353183,yes,No
SAFB,0,0,1,0,1,0,NA,non-essential,Essential,No,NA,No,NA,51.18847286,yes,No
SAP30BP,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,53.41647135,yes,No
SARS2,4,4,61,35,18,50,NA,non-essential,Essential,No,NA,No,NA,49.72045489,yes,No
SASS6,1,0,3,14,7,17,Primary autosomal recessive microcephaly,non-essential,Essential,No,NA,No,NA,48.66691611,yes,No
SBDS,7,7,7,4,6,136,NA,non-essential,Essential,No,NA,No,NA,50.03707516,yes,No
SCARF1,0,0,0,0,2,1,NA,non-essential,Essential,No,NA,No,NA,55.7163568,yes,No
SCD,0,0,0,0,4,1,NA,non-essential,Essential,No,NA,No,NA,55.00086601,yes,No
SDE2,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,50.04635625,yes,No
SDHB,49,47,270,108,8,226,Hereditary Paraganglioma-Pheochromocytoma Syndromes,non-essential,Essential,No,NA,No,NA,61.42242374,yes,No
SEC61B,0,0,1,0,0,3,NA,non-essential,Essential,No,NA,No,NA,64.30187105,yes,No
SEC62,0,0,0,0,2,1,NA,non-essential,Essential,No,NA,No,NA,59.72447968,yes,No
SEC63,3,1,81,22,48,39,NA,non-essential,Essential,No,NA,No,NA,53.8183022,yes,No
SENP6,0,0,1,0,3,0,NA,non-essential,Essential,No,NA,No,NA,51.03659816,yes,No
SETD2,4,3,165,119,59,75,NA,non-essential,Essential,No,NA,No,NA,56.21048987,yes,No
SGOL1,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,53.39724226,yes,No
SLAIN2,0,0,0,0,1,1,NA,non-essential,Essential,No,NA,No,NA,51.10665462,yes,No
SLC25A19,7,3,31,21,9,89,NA,non-essential,Essential,No,NA,No,NA,54.97473036,yes,No
SLC39A10,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,64.95021785,yes,No
SLC4A7,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,55.06883323,yes,No
SLC6A9,3,1,6,18,9,17,NA,non-essential,Essential,No,NA,No,NA,59.4009821,yes,No
SMU1,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,53.3132503,yes,No
SNRNP27,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,57.73954053,yes,No
SNRPC,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,59.02058237,yes,No
SP3,0,0,0,0,3,1,NA,non-essential,Essential,No,NA,No,NA,58.6483116,yes,No
SPCS2,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,51.98858983,yes,No
SPECC1L,6,7,8,20,19,38,NA,non-essential,Essential,No,NA,No,NA,50.4356971,yes,No
SRD5A3,6,4,69,15,16,82,Congenital disorder of glycosylation,non-essential,Essential,No,NA,No,NA,53.36629824,yes,No
SSB,0,0,0,0,1,1,NA,non-essential,Essential,No,NA,No,NA,50.98579585,yes,No
SSR2,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,58.13761284,yes,No
STT3B,1,0,5,37,8,30,NA,non-essential,Essential,No,NA,No,NA,54.2752682,yes,No
SUCO,0,0,0,0,2,4,NA,non-essential,Essential,No,NA,No,NA,51.9596452,yes,No
SUOX,3,7,52,11,6,64,NA,non-essential,Essential,No,NA,No,NA,56.76556413,yes,No
TAF1D,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,50.85474871,yes,No
TAF8,1,0,0,1,0,1,NA,non-essential,Essential,No,NA,No,NA,53.8750293,yes,No
TAMM41,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,53.2118685,yes,No
TECR,1,0,6,8,3,28,"Mental retardation, autosomal recessive 14",non-essential,Essential,No,NA,No,NA,52.33854282,yes,No
TFAM,0,1,0,2,12,18,Mitochondrial DNA depletion syndrome 15 (hepatocerebral type),non-essential,Essential,No,NA,No,NA,54.43020666,yes,No
TFB1M,0,0,0,0,1,7,NA,non-essential,Essential,No,NA,No,NA,50.22677749,yes,No
TIAL1,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,52.42299099,yes,No
TLK2,16,12,9,0,0,5,NA,non-essential,Essential,No,NA,No,NA,50.39042903,yes,No
TMA16,0,0,0,0,2,1,NA,non-essential,Essential,No,NA,No,NA,50.9568715,yes,No
TMEM167A,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,65.67645748,yes,No
TMEM209,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,53.88681094,yes,No
TMEM258,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,52.65505856,yes,No
TMEM41B,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,55.27301135,yes,No
TMEM48,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,55.8192435,yes,No
TMX2,5,0,2,0,1,5,NA,non-essential,Essential,No,NA,No,NA,52.40815833,yes,No
TPRKB,2,0,0,0,1,10,Galloway-Mowat syndrome,non-essential,Essential,No,NA,No,NA,55.44239693,yes,No
TRPM7,0,0,2,4,3,13,NA,non-essential,Essential,No,NA,No,NA,50.44177491,yes,No
TSC22D2,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,55.82604411,yes,No
TSEN15,2,1,1,0,0,21,Pontoneocerebellar hypoplasia,non-essential,Essential,No,NA,No,NA,53.54119326,yes,No
TUBA1B,0,0,0,0,2,2,NA,non-essential,Essential,No,NA,No,NA,58.99868068,yes,No
TUBA1C,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,58.96194365,yes,No
TXLNG,0,0,0,0,1,1,NA,non-essential,Essential,No,NA,No,NA,53.57214519,yes,No
UBAP2L,0,0,0,2,2,1,NA,non-essential,Essential,No,NA,No,NA,64.92546103,yes,No
UBE2M,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,51.31113689,yes,No
UBE3D,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,50.39056885,yes,No
UBE4B,0,0,0,1,5,1,NA,non-essential,Essential,No,NA,No,NA,50.87718774,yes,No
UIMC1,0,1,0,1,0,3,NA,non-essential,Essential,No,NA,No,NA,55.22607989,yes,No
UQCC,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,55.43217416,yes,No
UQCRQ,1,0,45,12,4,62,"Mitochondrial complex III deficiency, nuclear type 4",non-essential,Essential,No,NA,No,NA,58.67809965,yes,No
URI1,0,0,0,2,3,1,NA,non-essential,Essential,No,NA,No,NA,54.62153029,yes,No
USE1,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,49.59462861,yes,No
USP9X,13,11,33,26,12,37,"Mental retardation, X-linked 99, syndromic, female-restricted",non-essential,Essential,No,NA,No,NA,49.44609275,yes,No
WBP4,0,0,0,0,1,1,NA,non-essential,Essential,No,NA,No,NA,63.47405457,yes,No
WDR36,1,0,44,51,17,30,"Glaucoma 1, open angle, G",non-essential,Essential,No,NA,No,NA,50.38200282,yes,No
WDR59,0,0,0,1,7,1,NA,non-essential,Essential,No,NA,No,NA,52.36412047,yes,No
WDR89,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,60.44639299,yes,No
WNK3,0,0,4,9,8,3,NA,non-essential,Essential,No,NA,No,NA,51.44325413,yes,No
XPNPEP3,1,0,113,18,29,49,Nephronophthisis-like nephropathy 1,non-essential,Essential,No,NA,No,NA,57.37909675,yes,No
YAP1,2,1,1,8,6,22,"Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or mental retardation",non-essential,Essential,No,NA,No,NA,55.91361851,yes,No
YME1L1,1,0,0,10,4,12,Optic atrophy 11,non-essential,Essential,No,NA,No,NA,51.35284442,yes,No
ZBTB8OS,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,52.96275349,yes,No
ZC3H15,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,54.26606918,yes,No
ZC3H4,0,0,0,4,7,1,NA,non-essential,Essential,No,NA,No,NA,54.4987566,yes,No
ZFAND5,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,65.92485841,yes,No
ZFR,0,0,8,6,3,10,NA,non-essential,Essential,No,NA,No,NA,50.71652171,yes,No
ZNF148,1,2,0,5,4,5,"Global developmental delay, absent or hypoplastic corpus callosum, and dysmorphic facies",non-essential,Essential,No,NA,No,NA,53.32246151,yes,No
ZNF259,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,52.56634393,yes,No
ZNF335,5,3,44,37,18,27,Primary autosomal recessive microcephaly 10,non-essential,Essential,No,NA,No,NA,50.63231703,yes,No
ZNF579,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,54.35045534,yes,No
ZNHIT1,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,50.70153564,yes,No
ZNHIT3,1,0,0,2,2,8,PEHO syndrome,non-essential,Essential,No,NA,No,NA,56.47858837,yes,No
ZRANB2,NA,NA,NA,NA,NA,NA,NA,non-essential,Essential,No,NA,No,NA,62.52771083,yes,No
ARFRP1,0,0,0,0,1,6,NA,Essential,non-essential,No,NA,No,NA,53.25896044,yes,No
ARIH1,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,57.92650261,yes,No
ATF7,0,0,0,0,1,1,NA,Essential,non-essential,No,NA,No,NA,52.6291139,yes,No
ATP5D,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,60.19071352,yes,No
C19orf52,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,54.21600517,yes,No
CCDC64B,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,49.17359836,yes,No
CCNB1,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,53.38526999,yes,No
CMTR1,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,49.80254329,yes,No
COA7,4,1,0,2,0,12,"Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 3",Essential,non-essential,No,NA,No,NA,51.17787123,yes,No
COQ2,8,4,21,22,13,141,Multiple system atrophy,Essential,non-essential,No,NA,No,NA,52.68020174,yes,No
DNLZ,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,60.45628426,yes,No
DOLK,7,1,104,41,2,124,Congenital disorder of glycosylation,Essential,non-essential,No,NA,No,NA,55.10283245,yes,No
GINS4,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,50.52328715,yes,No
IBA57,10,3,22,23,8,66,Multiple mitochondrial dysfunctions syndrome 3,Essential,non-essential,No,NA,No,NA,53.0585053,yes,No
KCTD10,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,57.64295498,yes,No
LIN7C,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,53.57609187,yes,No
LSM7,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,61.25033614,yes,No
MARS2,2,3,7,19,10,77,NA,Essential,non-essential,No,NA,No,NA,57.16649805,yes,No
MRGBP,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,50.03905794,yes,No
MRPL43,0,0,0,1,0,5,NA,Essential,non-essential,No,NA,No,NA,50.8586347,yes,No
MRPL46,0,0,1,0,0,2,NA,Essential,non-essential,No,NA,No,NA,50.82298618,yes,No
NDNL2,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,49.46084721,yes,No
NDOR1,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,52.09392167,yes,No
NMT1,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,53.46595673,yes,No
POLG,59,63,565,245,49,334,NA,Essential,non-essential,No,NA,No,NA,50.70013379,yes,No
PSMG3,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,64.7068374,yes,No
RAD9A,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,57.47540974,yes,No
SBNO1,0,0,1,4,8,1,NA,Essential,non-essential,No,NA,No,NA,49.78203785,yes,No
SCO2,8,0,36,16,8,122,NA,Essential,non-essential,No,NA,No,NA,51.05634834,yes,No
SLC25A28,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,62.87879058,yes,No
SRP54,5,0,1,0,1,9,NA,Essential,non-essential,No,NA,No,NA,49.83423825,yes,No
TIMM13,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,55.13955656,yes,No
TRMT112,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,54.90106591,yes,No
USO1,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,51.02553008,yes,No
VPRBP,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,50.72997445,yes,No
WRAP53,3,1,44,22,6,61,Dyskeratosis congenita,Essential,non-essential,No,NA,No,NA,54.20199116,yes,No
ZNF830,NA,NA,NA,NA,NA,NA,NA,Essential,non-essential,No,NA,No,NA,63.62781165,yes,No
ZPR1,0,0,0,0,1,1,NA,Essential,non-essential,No,NA,No,NA,52.46206222,yes,No
ZWILCH,0,0,0,0,3,1,NA,Essential,non-essential,No,NA,No,NA,50.82804702,yes,No
AADACL1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,61.86296748,yes,No
AAMDC,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,62.8655643,yes,No
AAR2,0,1,0,1,0,1,NA,non-essential,non-essential,No,NA,No,NA,51.26280264,yes,No
AASS,4,0,8,11,4,32,Hyperlysinemia,non-essential,non-essential,No,NA,No,NA,51.33864961,yes,No
ABCA2,1,0,2,16,18,3,INTELLECTUAL DEVELOPMENTAL DISORDER WITH POOR GROWTH AND WITH OR WITHOUT SEIZURES OR ATAXIA,non-essential,non-essential,No,NA,No,NA,50.68500841,yes,No
ABCA5,1,0,0,21,8,2,Gingival fibromatosis-hypertrichosis syndrome,non-essential,non-essential,No,NA,No,NA,58.28020114,yes,No
ABCA7,0,0,13,29,18,15,"Alzheimer disease, type 9",non-essential,non-essential,No,NA,No,NA,60.99374801,yes,No
ABCA8,0,0,0,2,4,1,NA,non-essential,non-essential,No,NA,No,NA,54.56494245,yes,No
ABCB10,0,0,0,0,2,3,NA,non-essential,non-essential,No,NA,No,NA,53.4135388,yes,No
ABCB5,0,0,0,2,4,2,NA,non-essential,non-essential,No,NA,No,NA,50.58304589,yes,No
ABCB8,0,0,0,1,8,5,NA,non-essential,non-essential,No,NA,No,NA,51.94432644,yes,No
ABCC10,0,0,0,0,1,2,NA,non-essential,non-essential,No,NA,No,NA,52.31355567,yes,No
ABCC3,0,0,1,4,6,5,NA,non-essential,non-essential,No,NA,No,NA,52.4523928,yes,No
ABCC4,0,0,3,5,9,3,NA,non-essential,non-essential,No,NA,No,NA,59.65403017,yes,No
ABCC5,0,0,1,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,53.98537848,yes,No
ABCC6,234,19,46,58,42,93,Generalized arterial calcification of infancy 2,non-essential,non-essential,No,NA,No,NA,49.94716804,yes,No
ABCD3,0,0,4,2,6,25,"Bile acid synthesis defect, congenital, 5",non-essential,non-essential,No,NA,No,NA,50.37835578,yes,No
ABCD4,3,0,25,48,24,52,"Methylmalonic acidemia with homocystinuria, type cblJ",non-essential,non-essential,No,NA,No,NA,54.17437797,yes,No
ABCG2,0,0,3,0,2,5,"Blood group, Junior system",non-essential,non-essential,No,NA,No,NA,61.95380743,yes,No
ABHD12,6,6,61,7,11,88,"Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract",non-essential,non-essential,No,NA,No,NA,53.55566442,yes,No
ABHD13,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,56.2804683,yes,No
ABHD16A,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.8747524,yes,No
ABHD17B,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,54.58917704,yes,No
ABHD17C,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.76126913,yes,No
ABHD4,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.94211119,yes,No
ABLIM2,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,53.80352813,yes,No
ABRACL,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,56.12077629,yes,No
ACADM,28,53,129,39,26,188,Medium-chain acyl-coenzyme A dehydrogenase deficiency,non-essential,non-essential,No,NA,No,NA,56.95429413,yes,No
ACADS,3,26,102,9,16,117,Deficiency of butyryl-CoA dehydrogenase,non-essential,non-essential,No,NA,No,NA,54.5606704,yes,No
ACADSB,5,2,109,15,38,54,Deficiency of 2-methylbutyryl-CoA dehydrogenase,non-essential,non-essential,No,NA,No,NA,53.57020168,yes,No
ACADVL,20,60,234,118,8,191,Disorder of fatty acid metabolism,non-essential,non-essential,No,NA,No,NA,55.96836201,yes,No
ACCN2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,58.33699159,yes,No
ACCS,0,0,0,0,4,3,NA,non-essential,non-essential,No,NA,No,NA,58.12572183,yes,No
ACN9,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.89820765,yes,No
ACOT1,0,0,0,3,3,0,NA,non-essential,non-essential,No,NA,No,NA,51.45702295,yes,No
ACOT8,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,54.09503401,yes,No
ACOX2,2,0,1,11,4,9,"Bile acid synthesis defect, congenital, 6",non-essential,non-essential,No,NA,No,NA,57.5205815,yes,No
ACPL2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.53582014,yes,No
ACSF2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,49.73155912,yes,No
ACSL1,0,0,0,0,3,4,NA,non-essential,non-essential,No,NA,No,NA,51.65246688,yes,No
