Unnamed: 0,GeneSymbol,#AlleleID,GeneID,HGNC_ID,PhenotypeIDS,PhenotypeList,Origin,OriginSimple,Assembly,ChromosomeAccession,Chromosome,Cytogenetic,TestedInGTR,SCVsForAggregateSomaticClinicalImpact,Entry,Protein names,Gene Names,Length,Ensembl,Subcellular location [CC],Synonyms,secreted,cytoplasmic,nuclear,class,Benign,Benign; association,Conflicting classifications of pathogenicity,Conflicting classifications of pathogenicity; association,Likely benign,Likely benign; association,Likely pathogenic,Likely pathogenic; Affects,Likely pathogenic; association,Pathogenic,Pathogenic/Likely pathogenic; association,Uncertain significance,Uncertain significance; Affects,Mislocalized,Mislocalization phenotype,is_Toxic_Gene,Disease,B_cell,T_cell,HAP1,Known_complex,ComplexName,GFP_tagged,GFP_score,meltPoint,Stable,Secreted,tagged_terminus,Main location,Additional location,location_feasible
53,ACTL6B,389133,51412,HGNC:160,"Human Phenotype Ontology:HP:0000730,Human Phenotype Ontology:HP:0001249,Human Phenotype Ontology:HP:0001267,Human Phenotype Ontology:HP:0001286,Human Phenotype Ontology:HP:0002122,Human Phenotype Ontology:HP:0002192,Human Phenotype Ontology:HP:0002316,Human Phenotype Ontology:HP:0002382,Human Phenotype Ontology:HP:0002386,Human Phenotype Ontology:HP:0002402,Human Phenotype Ontology:HP:0002458,Human Phenotype Ontology:HP:0002482,Human Phenotype Ontology:HP:0002499,Human Phenotype Ontology:HP:0002543,Human Phenotype Ontology:HP:0003767,Human Phenotype Ontology:HP:0006833,Human Phenotype Ontology:HP:0007154,Human Phenotype Ontology:HP:0007176,Human Phenotype Ontology:HP:0007180,MONDO:MONDO:0001071,MeSH:D008607,MedGen:C3714756;Human Phenotype Ontology:HP:0000754,Human Phenotype Ontology:HP:0001255,Human Phenotype Ontology:HP:0001263,Human Phenotype Ontology:HP:0001277,Human Phenotype Ontology:HP:0001292,Human Phenotype Ontology:HP:0002433,Human Phenotype Ontology:HP:0002473,Human Phenotype Ontology:HP:0002532,Human Phenotype Ontology:HP:0006793,Human Phenotype Ontology:HP:0006867,Human Phenotype Ontology:HP:0006885,Human Phenotype Ontology:HP:0006935,Human Phenotype Ontology:HP:0007005,Human Phenotype Ontology:HP:0007094,Human Phenotype Ontology:HP:0007106,Human Phenotype Ontology:HP:0007174,Human Phenotype Ontology:HP:0007224,Human Phenotype Ontology:HP:0007228,Human Phenotype Ontology:HP:0007342,Human Phenotype Ontology:HP:0025356,MedGen:C0557874|MONDO:MONDO:0032768,MedGen:C5193113,OMIM:618468","Intellectual disability;Global developmental delay|Developmental and epileptic encephalopathy, 76",germline;inherited,germline,GRCh38,NC_000007.14,7,7q22.1,N,-,O94805,Actin-like protein 6B (53 kDa BRG1-associated factor B) (Actin-related protein Baf53b) (ArpNalpha) (BRG1-associated factor 53B) (BAF53B),ACTL6B ACTL6 BAF53B,426.0,ENST00000160382.10;,SUBCELLULAR LOCATION: Nucleus {ECO:0000303|PubMed:26601204}.,ACTL6 BAF53B,no,no,yes,nuclear,0,0,1,0,1,0,9,0,0,1,0,50,0,,,False,INTELLECTUAL DEVELOPMENTAL DISORDER WITH SEVERE SPEECH AND AMBULATION DEFECTS,non-essential,Non-essential,non-essential,Yes,BAF complex,Yes,3.65,,,No,,Nucleoli rim,Mitotic chromosome,True
54,ACTL9,2212892,284382,HGNC:28494,MedGen:CN169374,not specified,germline,germline,GRCh38,NC_000019.10,19,19p13.2,N,-,Q8TC94,Actin-like protein 9,ACTL9 ACTL7C HSD21,416.0,ENST00000324436.5;,"SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000269|PubMed:33626338}. Cytoplasm, cytoskeleton, perinuclear theca {ECO:0000269|PubMed:33626338}. Note=Localizes predominantly in the equatorial segment of the sperm head and neck regions, with some localization in the acrosomal segment of the head. Colocalizes in the acrosomal and equatorial segments of sperm with ACTL7A. Colocalizes with PLCZ1 in the equatorial segment of the head of capacitated sperm. {ECO:0000269|PubMed:33626338}.",ACTL7C HSD21,no,yes,yes,cytoplasmic,0,0,0,0,2,0,0,0,0,0,0,41,0,,,False,,,Non-essential,,,,,,,,,,Acrosome;Equatorial segment,,False
58,ACVR1,33348,90,HGNC:171,"MONDO:MONDO:0007606,MedGen:C0016037,OMIM:135100,Orphanet:337|MedGen:C3661900|MeSH:D030342,MedGen:C0950123|Human Phenotype Ontology:HP:0000286,Human Phenotype Ontology:HP:0000624,Human Phenotype Ontology:HP:0007930,MedGen:C0678230,OMIM:131500|",Progressive myositis ossificans|not provided|Inborn genetic diseases|Epicanthus|ACVR1-related disorder,de novo;germline;inherited;unknown,germline,GRCh38,NC_000002.12,2,2q24.1,Y,-,Q04771,Activin receptor type-1 (EC 2.7.11.30) (Activin receptor type I) (ACTR-I) (Activin receptor-like kinase 2) (ALK-2) (Serine/threonine-protein kinase receptor R1) (SKR1) (TGF-B superfamily receptor type I) (TSR-I),ACVR1 ACVRLK2,509.0,ENST00000263640.7;ENST00000409283.6;ENST00000410057.6;ENST00000424669.6;ENST00000434821.7;ENST00000539637.6;ENST00000672582.1;ENST00000673324.1;ENST00000682025.1;ENST00000682300.1;ENST00000683441.1;ENST00000683487.1;ENST00000683820.1;ENST00000684348.1;ENST00000684595.1;,SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.,ACVRLK2,no,yes,no,cytoplasmic,2,0,3,0,12,0,2,0,0,3,0,132,0,0.0,,False,Progressive myositis ossificans,non-essential,Non-essential,non-essential,No,,Yes,2.48,50.13625669,no,No,,,,False
59,ACVR2B,21897,93,HGNC:174,"MONDO:MONDO:0013403,MedGen:C3151057,OMIM:613751,Orphanet:450|MedGen:CN169374|MedGen:C3661900","Heterotaxy, visceral, 4, autosomal|not specified|not provided",germline;unknown,germline,GRCh38,NC_000003.12,3,3p22.2,N,-,Q13705,Activin receptor type-2B (EC 2.7.11.30) (Activin receptor type IIB) (ACTR-IIB),ACVR2B,512.0,ENST00000352511.5 [Q13705-1];,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:31665064}; Single-pass type I membrane protein {ECO:0000250}.,,no,yes,no,cytoplasmic,0,0,0,0,4,0,2,0,0,0,0,58,0,0.0,,True,"Heterotaxy, visceral, 4, autosomal",non-essential,Non-essential,non-essential,No,,No,,48.13095435,no,No,,,,False
60,ACVRL1,23282,94,HGNC:175,"MONDO:MONDO:0010880,MedGen:C1838163,OMIM:600376,Orphanet:774|MedGen:C1832529|MedGen:C3661900|MedGen:CN230736","Telangiectasia, hereditary hemorrhagic, type 2|Pulmonary arterial hypertension related to hereditary hemorrhagic telangiectasia|not provided|Cardiovascular phenotype",de novo;germline;unknown,germline,GRCh38,NC_000012.12,12,12q13.13,N,-,P37023,Activin receptor type-1-like (EC 2.7.11.30) (Activin receptor-like kinase 1) (ALK-1) (Serine/threonine-protein kinase receptor R3) (SKR3) (TGF-B superfamily receptor type I) (TSR-I),ACVRL1 ACVRLK1 ALK1,503.0,ENST00000388922.9;ENST00000551576.6;,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26176610}; Single-pass type I membrane protein {ECO:0000255}.,ACVRLK1 ALK1,no,yes,no,cytoplasmic,0,0,53,0,11,0,125,0,0,81,0,164,0,1.0,Plasma membrane>Cytoplasm; Plasma membrane>ER; Plasma membrane>Golgi apparatus,True,"Telangiectasia, hereditary hemorrhagic, type 2",non-essential,Non-essential,non-essential,No,,No,,48.72333753,no,No,,,,False
61,ACY1,33149,95,HGNC:177,"MONDO:MONDO:0012368,MedGen:C1835922,OMIM:609924,Orphanet:137754|MedGen:C3661900|MeSH:D030342,MedGen:C0950123|MONDO:MONDO:0017686,MedGen:C5681074,Orphanet:308448",Aminoacylase 1 deficiency|not provided|Inborn genetic diseases|Inborn aminoacylase deficiency,biparental;germline;inherited;paternal;unknown,germline,GRCh38,NC_000003.12,3,3p21.2,N,-,Q03154,Aminoacylase-1 (ACY-1) (EC 3.5.1.14) (N-acyl-L-amino-acid amidohydrolase),ACY1,408.0,ENST00000404366.7 [Q03154-1];ENST00000476351.5 [Q03154-4];ENST00000476854.5 [Q03154-3];ENST00000494103.5 [Q03154-2];ENST00000636358.2 [Q03154-1];,SUBCELLULAR LOCATION: Cytoplasm.,,no,yes,no,cytoplasmic,1,0,8,0,4,0,1,0,0,0,0,70,0,,,False,Neurological conditions associated with aminoacylase 1 deficiency,non-essential,Non-essential,non-essential,No,,Yes,5.29,60.13815115,yes,Yes,,Vesicles,,False
62,ADA,16993,100,HGNC:186,"MONDO:MONDO:0007064,MedGen:C1863236,OMIM:102700,Orphanet:277|MedGen:CN169374|MedGen:C3661900","Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency|not specified|not provided",germline,germline,GRCh38,NC_000020.11,20,20q13.12,N,-,P00813,Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase),ADA ADA1,363.0,ENST00000372874.9;,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11772392, ECO:0000269|PubMed:8101391}; Peripheral membrane protein; Extracellular side. Cell junction {ECO:0000269|PubMed:11772392}. Cytoplasmic vesicle lumen {ECO:0000250|UniProtKB:P03958}. Cytoplasm {ECO:0000250}. Lysosome {ECO:0000269|PubMed:8452534}. Note=Colocalized with DPP4 at the cell surface. {ECO:0000269|PubMed:11772392}.",ADA1,no,yes,no,cytoplasmic,3,0,3,0,5,0,32,0,0,9,0,117,0,,,False,Severe combined immunodeficiency due to ADA deficiency,non-essential,Non-essential,non-essential,Yes,ADA-DPP4 complex,Yes,5.51,62.91347689,yes,Yes,,Plasma membrane,Cytosol,True
63,ADA2,125893,51816,HGNC:1839,"MONDO:MONDO:0014306,MedGen:C3887654,OMIM:615688,Orphanet:404553|MONDO:MONDO:0019751,MedGen:C3890737,Orphanet:93665|MONDO:MONDO:0008436,MedGen:C0282492,OMIM:182410,Orphanet:820;MONDO:MONDO:0014306,MedGen:C3887654,OMIM:615688,Orphanet:404553",Vasculitis due to ADA2 deficiency|Autoinflammatory syndrome|Sneddon syndrome;Vasculitis due to ADA2 deficiency,germline,germline,GRCh38,NC_000022.11,22,22q11.1,N,-,Q9NZK5,Adenosine deaminase 2 (EC 3.5.4.4) (Cat eye syndrome critical region protein 1),ADA2 ADGF CECR1 IDGFL,511.0,ENST00000262607.3 [Q9NZK5-1];ENST00000330232.9 [Q9NZK5-2];ENST00000399837.8 [Q9NZK5-1];ENST00000399839.5 [Q9NZK5-1];ENST00000543038.2 [Q9NZK5-1];ENST00000649310.2 [Q9NZK5-1];ENST00000649746.2 [Q9NZK5-1];ENST00000696196.1 [Q9NZK5-1];ENST00000696197.1 [Q9NZK5-1];ENST00000696225.1 [Q9NZK5-1];,"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:15926889, ECO:0000269|PubMed:20147294, ECO:0000269|PubMed:20453107}.",ADGF CECR1 IDGFL,yes,no,no,secreted,1,0,11,0,5,0,15,0,0,11,0,220,0,,,False,"Polyarteritis nodosa, childhoood-onset",non-essential,Non-essential,non-essential,No,,No,,,,Yes,,,,False
79,ADAT3,410561,113179,HGNC:25151,MedGen:C3661900|,not provided|ADAT3-related disorder,germline,germline,GRCh38,NC_000019.10,19,19p13.3,N,-,Q96EY9,Probable inactive tRNA-specific adenosine deaminase-like protein 3 (tRNA-specific adenosine-34 deaminase subunit ADAT3),ADAT3 TAD3,351.0,,,TAD3,no,no,no,other,1,0,4,0,5,0,1,0,0,0,0,102,0,,,False,"Mental retardation, autosomal recessive 36",non-essential,Non-essential,non-essential,No,,No,,55.0777219,yes,No,,Nucleoplasm,,True
89,ADK,38557,132,HGNC:257,"MONDO:MONDO:0100255,MedGen:C4706555,OMIM:614300,Orphanet:289290,Orphanet:88616",Adenosine kinase deficiency,biparental;germline,germline,GRCh38,NC_000010.11,10,10q22.2,N,-,P55263,Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase),ADK,362.0,ENST00000372734.5 [P55263-2];ENST00000539909.6 [P55263-1];ENST00000672429.1 [P55263-3];ENST00000673027.1 [P55263-4];,SUBCELLULAR LOCATION: [Isoform 1]: Nucleus {ECO:0000269|PubMed:19635462}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:19635462}.,,no,yes,yes,cytoplasmic,0,0,1,0,0,0,2,0,0,1,0,42,0,,,False,Hypermethioninemia due to adenosine kinase deficiency,non-essential,Non-essential,non-essential,No,,No,,58.27267893,yes,No,,Cytosol;Nucleoplasm,Plasma membrane,True
91,ADPRS,581241,54936,HGNC:21304,"MONDO:MONDO:0100095,MedGen:C4748527,OMIM:618170","Neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures",germline,germline,GRCh38,NC_000001.11,1,1p34.3,N,-,Q9NX46,ADP-ribosylhydrolase ARH3 (ADP-ribose glycohydrolase ARH3) (ADP-ribosylhydrolase 3) (O-acetyl-ADP-ribose deacetylase ARH3) (EC 3.5.1.-) (Poly(ADP-ribose) glycohydrolase ARH3) (EC 3.2.1.143) ([Protein ADP-ribosylarginine] hydrolase-like protein 2) ([Protein ADP-ribosylserine] hydrolase) (EC 3.2.2.-),ADPRS ADPRHL2 ARH3,363.0,ENST00000373178.5;,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17991898, ECO:0000269|PubMed:34479984}. Cytoplasm {ECO:0000269|PubMed:16278211, ECO:0000269|PubMed:34479984}. Chromosome {ECO:0000269|PubMed:30045870}. Mitochondrion matrix {ECO:0000269|PubMed:17991898, ECO:0000269|PubMed:34479984, ECO:0000305|PubMed:22433848}. Note=Recruited to DNA lesion regions following DNA damage; ADP-D-ribose-recognition is required for recruitment to DNA damage sites. {ECO:0000269|PubMed:30045870}.",ADPRHL2 ARH3,no,yes,yes,cytoplasmic,0,0,0,0,3,0,5,0,0,0,0,46,0,,,False,"NEURODEGENERATION, CHILDHOOD-ONSET, STRESS-INDUCED, WITH VARIABLE ATAXIA AND SEIZURES",non-essential,Non-essential,non-essential,No,,No,,,,No,,Nucleoplasm,,True
92,ADSL,17501,158,HGNC:291,"MONDO:MONDO:0007068,MedGen:C0268126,OMIM:103050,Orphanet:46|MedGen:C3661900|MeSH:D030342,MedGen:C0950123",Adenylosuccinate lyase deficiency|not provided|Inborn genetic diseases,germline;paternal;unknown,germline,GRCh38,NC_000022.11,22,22q13.1,N,-,P30566,Adenylosuccinate lyase (ADSL) (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase),ADSL AMPS,484.0,ENST00000342312.9 [P30566-2];ENST00000623063.3 [P30566-1];,,AMPS,no,no,no,SGE,2,0,26,0,3,0,21,0,0,6,0,202,0,,,False,Adenylosuccinate lyase deficiency,non-essential,Non-essential,Essential,No,,Yes,5.27,63.13886883,yes,No,,Cytosol,,True
93,ADSS1,244107,122622,HGNC:20093,"MONDO:MONDO:0014877,MedGen:C5567521,OMIM:617030,Orphanet:482601|MedGen:C3661900|","Myopathy, distal, 5|not provided|ADSS1-related disorder",germline;inherited;unknown,germline,GRCh38,NC_000014.9,14,14q32.33,N,-,Q8N142,"Adenylosuccinate synthetase isozyme 1 (AMPSase 1) (AdSS 1) (EC 6.3.4.4) (Adenylosuccinate synthetase, basic isozyme) (Adenylosuccinate synthetase, muscle isozyme) (M-type adenylosuccinate synthetase) (Adenylosuccinate synthetase-like 1) (AdSSL1) (IMP--aspartate ligase 1)",ADSS1 ADSSL1,457.0,ENST00000330877.7 [Q8N142-1];ENST00000332972.9 [Q8N142-2];ENST00000710323.1 [Q8N142-1];,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03126, ECO:0000269|PubMed:15786719}.",ADSSL1,no,yes,no,cytoplasmic,3,0,2,0,1,0,1,0,0,0,0,156,0,,,False,"Myopathy, distal, 5",non-essential,Non-essential,non-essential,No,,No,,,,No,,,,False
101,AGA,15258,175,HGNC:318,"MedGen:C4017301|Human Phenotype Ontology:HP:0012068,MONDO:MONDO:0008830,MedGen:C0268225,OMIM:208400,Orphanet:93","Aspartylglucosaminuria, finnish type|Aspartylglucosaminuria",germline;unknown,germline,GRCh38,NC_000004.12,4,4q34.3,N,-,P20933,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase (EC 3.5.1.26) (Aspartylglucosaminidase) (Glycosylasparaginase) (N4-(N-acetyl-beta-glucosaminyl)-L-asparagine amidase) [Cleaved into: Glycosylasparaginase alpha chain; Glycosylasparaginase beta chain],AGA,346.0,ENST00000264595.7;,SUBCELLULAR LOCATION: Lysosome.,,no,no,no,other,2,0,9,0,6,0,11,0,0,2,0,96,0,0.0,,False,Aspartylglucosaminuria,non-essential,Non-essential,non-essential,No,,Yes,2.73,57.98659287,yes,Yes,,,,False
103,AGK,211298,55750,HGNC:21869,"MONDO:MONDO:0008922,MedGen:C1859317,OMIM:212350,Orphanet:1369|MedGen:C3661900",Sengers syndrome|not provided,germline,germline,GRCh38,NC_000007.14,7,7q34,N,-,Q53H12,"Acylglycerol kinase, mitochondrial (hAGK) (EC 2.7.1.107) (EC 2.7.1.138) (EC 2.7.1.94) (Multiple substrate lipid kinase) (HsMuLK) (MuLK) (Multi-substrate lipid kinase)",AGK MULK,422.0,ENST00000492693.5 [Q53H12-2];ENST00000575872.2;ENST00000648068.1 [Q53H12-1];ENST00000649286.2 [Q53H12-1];ENST00000650547.1 [Q53H12-1];,"SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:15939762, ECO:0000269|PubMed:16269826, ECO:0000269|PubMed:28712724, ECO:0000269|PubMed:28712726}; Peripheral membrane protein {ECO:0000269|PubMed:28712724}. Mitochondrion intermembrane space {ECO:0000269|PubMed:28712724, ECO:0000269|PubMed:28712726}. Note=Localizes in the mitochondrion intermembrane space, where it associates with the inner membrane (PubMed:28712724). It is unclear whether the N-terminal hydrophobic region forms a transmembrane region or associates with the membrane without crossing it (PubMed:28712724, PubMed:28712726). {ECO:0000269|PubMed:28712724, ECO:0000269|PubMed:28712726}.",MULK,no,yes,no,cytoplasmic,0,0,11,0,4,0,0,0,0,1,0,96,0,,,False,Sengers syndrome,non-essential,Essential,non-essential,No,,No,,53.75021514,yes,No,,Mitochondria,Vesicles,False
107,AGPAT2,133738,10555,HGNC:325,"MedGen:C3661900|MONDO:MONDO:0012071,MedGen:C1720862,OMIM:608594,Orphanet:528",not provided|Congenital generalized lipodystrophy type 1,germline,germline,GRCh38,NC_000009.12,9,9q34.3,N,-,O15120,1-acyl-sn-glycerol-3-phosphate acyltransferase beta (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 2) (1-AGP acyltransferase 2) (1-AGPAT 2) (Lysophosphatidic acid acyltransferase beta) (LPAAT-beta),AGPAT2,278.0,ENST00000371694.7 [O15120-2];ENST00000371696.7 [O15120-1];,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:21873652}; Multi-pass membrane protein {ECO:0000255}.,,no,yes,no,cytoplasmic,1,0,10,0,5,0,2,0,0,2,0,84,0,0.0,,False,Congenital generalized lipodystrophy type 1,non-essential,Non-essential,non-essential,Yes,Seipin-AGPAT2-lipin1 complex,Yes,1.77,52.55721042,yes,No,C,,,False
109,AGR2,2368737,10551,HGNC:328,MedGen:CN169374,not specified,germline,germline,GRCh38,NC_000007.14,7,7p21.1,N,-,O95994,Anterior gradient protein 2 homolog (AG-2) (hAG-2) (HPC8) (Secreted cement gland protein XAG-2 homolog),AGR2 AG2 UNQ515/PRO1030,175.0,ENST00000419304.7;,SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:15834940}. Endoplasmic reticulum {ECO:0000250|UniProtKB:O88312}.,AG2 UNQ515/PRO1030,yes,yes,no,secreted,0,0,0,0,1,0,2,0,0,0,0,14,0,,,False,,non-essential,Non-essential,non-essential,No,,Yes,2.53,50.66366921,yes,Yes,,Endoplasmic reticulum,,True
111,AGT,1037008,183,HGNC:333,MedGen:C3661900,not provided,germline;unknown,germline,GRCh38,NC_000001.11,1,1q42.2,N,-,P01019,Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I) (Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II) (Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III) (Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV) (Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4],AGT SERPINA8,476.0,ENST00000366667.6;ENST00000679738.1;ENST00000680041.1;ENST00000681269.1;ENST00000681514.1;,"SUBCELLULAR LOCATION: Secreted {ECO:0000305|PubMed:4300938, ECO:0000305|PubMed:7259779, ECO:0000305|PubMed:7539791}.",SERPINA8,yes,no,no,secreted,0,0,6,0,4,0,0,0,0,0,0,89,0,0.0,,False,Renal dysplasia,non-essential,Non-essential,non-essential,Yes,proMBP-angiotensinogen-c3dg complex,Yes,3.29,58.27301864,yes,Yes,,,,False
113,AGTR1,289071,185,HGNC:336,"Human Phenotype Ontology:HP:0008660,MONDO:MONDO:0017609,MedGen:C0266313,Orphanet:3033",Renal tubular dysgenesis,germline,germline,GRCh38,NC_000003.12,3,3q24,N,-,P30556,Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1 receptor),AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B,359.0,ENST00000349243.8;ENST00000402260.2;ENST00000404754.2;ENST00000418473.7;ENST00000461609.1;ENST00000474935.5;ENST00000475347.5;ENST00000497524.5;,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:33713620}; Multi-pass membrane protein {ECO:0000269|PubMed:25913193, ECO:0000269|PubMed:26420482, ECO:0000269|PubMed:30639100, ECO:0000269|PubMed:32079768}.",AGTR1A AGTR1B AT2R1 AT2R1B,no,yes,no,cytoplasmic,0,0,2,0,4,0,0,0,0,0,0,73,0,,,False,Essential hypertension,non-essential,Non-essential,non-essential,No,,Yes,1.61,,,No,,Vesicles,,False
114,AGXT,20679,189,HGNC:341,"MONDO:MONDO:0009823,MedGen:C0268164,OMIM:259900,Orphanet:416,Orphanet:93598|MedGen:C3661900","Primary hyperoxaluria, type I|not provided",germline;unknown,germline,GRCh38,NC_000002.12,2,2q37.3,N,-,P21549,Alanine--glyoxylate aminotransferase (AGT) (EC 2.6.1.44) (Serine--pyruvate aminotransferase) (SPT) (EC 2.6.1.51),AGXT AGT1 SPAT,392.0,ENST00000307503.4;,"SUBCELLULAR LOCATION: Peroxisome {ECO:0000269|PubMed:10960483, ECO:0000269|PubMed:12777626, ECO:0000269|PubMed:1703535, ECO:0000269|PubMed:23229545, ECO:0000269|PubMed:24055001, ECO:0000269|PubMed:26149463}.",AGT1 SPAT,no,no,no,other,2,0,26,0,9,0,80,0,0,18,0,107,0,,,False,"Primary hyperoxaluria, type I",non-essential,Non-essential,non-essential,No,,No,,61.9659775,yes,No,,Vesicles,,False
115,AHCY,27992,191,HGNC:343,"MONDO:MONDO:0013404,MedGen:C3151058,OMIM:613752,Orphanet:88618|MedGen:C3661900|MeSH:D030342,MedGen:C0950123|Human Phenotype Ontology:HP:0003201,MedGen:C0035410",Hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase|not provided|Inborn genetic diseases|Rhabdomyolysis,germline,germline,GRCh38,NC_000020.11,20,20q11.22,N,-,P23526,Adenosylhomocysteinase (AdoHcyase) (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase),AHCY SAHH,432.0,ENST00000217426.7 [P23526-1];ENST00000538132.1 [P23526-2];,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17081065}. Melanosome {ECO:0000269|PubMed:17081065}. Nucleus {ECO:0000269|PubMed:28647132}. Endoplasmic reticulum {ECO:0000269|PubMed:28647132}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV.,SAHH,no,yes,yes,SGE,0,0,6,0,4,0,7,0,0,0,0,108,0,1.0,"Cellular periphery>Cytoplasm, nucleus",False,Hypermethioninemia with s-adenosylhomocysteine hydrolase deficiency,non-essential,Non-essential,Essential,No,,Yes,6.24,63.2458007,yes,Yes,N,Cytosol,,True
119,AICDA,20161,57379,HGNC:13203,"MONDO:MONDO:0011528,MedGen:C1720956,OMIM:605258,Orphanet:101089",Hyper-IgM syndrome type 2,germline,germline,GRCh38,NC_000012.12,12,12p13.31,N,-,Q9GZX7,Single-stranded DNA cytosine deaminase (EC 3.5.4.38) (Activation-induced cytidine deaminase) (AID) (Cytidine aminohydrolase),AICDA AID,198.0,ENST00000229335.11 [Q9GZX7-1];ENST00000537228.6 [Q9GZX7-2];,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:21385873, ECO:0000269|PubMed:32484799}. Cytoplasm, cytosol {ECO:0000269|PubMed:18722174, ECO:0000269|PubMed:21385873, ECO:0000269|PubMed:23166356, ECO:0000269|PubMed:32484799}. Note=Predominantly cytosolic (PubMed:21385873). In the presence of MCM3AP/GANP, relocalizes to the nucleus (By similarity). {ECO:0000250|UniProtKB:Q9WVE0, ECO:0000269|PubMed:21385873}.",AID,no,yes,yes,cytoplasmic,0,0,2,0,1,0,8,0,0,6,0,87,0,,,False,Hyper-IgM syndrome type 2,non-essential,Non-essential,non-essential,No,,Yes,3.67,,,No,,,,False
121,AIMP1,439307,9255,HGNC:10648,MedGen:C3661900,not provided,germline,germline,GRCh38,NC_000004.12,4,4q24,N,-,Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)],AIMP1 EMAP2 SCYE1,312.0,ENST00000358008.7 [Q12904-1];ENST00000671868.1 [Q12904-1];ENST00000671960.1 [Q12904-1];ENST00000672285.1 [Q12904-1];ENST00000672328.1 [Q12904-1];ENST00000672337.1 [Q12904-1];ENST00000672341.1 [Q12904-1];ENST00000672911.1 [Q12904-1];ENST00000673018.1 [Q12904-1];ENST00000673123.1 [Q12904-1];,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14500886}. Cytoplasm, cytosol {ECO:0000269|PubMed:19289464}. Secreted {ECO:0000269|PubMed:10850427}. Endoplasmic reticulum {ECO:0000250|UniProtKB:P31230}. Golgi apparatus {ECO:0000250|UniProtKB:P31230}. Note=Enriched in secretory vesicles of pancreatic alpha cells and secreted from the pancreas in response to low glucose levels (By similarity). Secreted in response to hypoxia (PubMed:10850427). Also secreted in response to both apoptotic and necrotic cell death. {ECO:0000250|UniProtKB:P31230, ECO:0000269|PubMed:10850427}.",EMAP2 SCYE1,yes,yes,yes,secreted,2,0,2,0,4,0,0,0,0,1,0,63,0,,,False,Hypomyelinating leukodystrophy 3,non-essential,Non-essential,non-essential,No,,No,,46.32667576,no,Yes,,Cytosol,,True
